고객 이름,Membership Type,시도,시군구,상세주소(도로명주소).1.1,전화,제품,ref,제조번호,설치일자,AX 코드,S.Territory
오송 주치과의원,,충청북도,청주시,흥덕구 오송읍 오송생명로 194,043-238-2725,Primescan AC,6692672,113736,2023-06-27,106085,WEST
거제사랑 치과의원,DS Core Care 1-3,경상남도,거제시,거제중앙로 1649,055-637-2811,Primescan AC,6692672,113734,2023-06-26,110236,EAST
두정서울비디치과,,충청남도,천안시,서북구 부성1길 3,041-417-2827,Primescan AC,6692672,113718,2023-06-26,112266,WEST
더블루체어치과,DS Core Care 1-3,충청북도,청주시,서원구 2순환로 1618,043-293-2100,Primescan AC,6692672,113777,2023-08-04,113391,WEST
유형치과의원,DS Core Care 1-3,전라남도,목포시,영산로 599 ,061-245-2275,Primescan AC,6692672,113776,2023-08-03,113392,WEST
해맑음치과_인천 부평,DS Core Care 1-3,인천광역시,부평구,부평대로 153,032-523-2804,Primescan AC,6692672,113775,2023-07-31,101972,WEST
서울CL치과,DS Core Care 1-3,서울특별시,관악구,신림동  1444-5 희성빌딩 5층,02-887-2275,Primescan AC,6692672,113689,2023-06-09,107024,WEST
서울사계절치과의원,DS Core Care 1-3,충청남도,천안시,서북구 성환읍 연암율금로 508,041-582-2842,Primescan AC,6692672,113686,2023-06-09,114489,WEST
베스트치과,DS Core Care 1-3,충청남도,보령시,번영로 32,041-927-2882,Primescan AC,6692672,113661,2023-06-08,113277,WEST
하이치과의원,DS Core Care 1-3,경기도,오산시,오산로 221-1,031-375-2851,Primescan AC,6692672,113688,2023-06-09,110844,WEST
서울라이프치과의원,DS Core Care 1-3,경기도,시흥시,은행동 3065-3 은계지구 상업5-3,031-316-2879,Primescan AC,6692672,113687,2023-06-09,113271,WEST
둔산이편한치과의원,DS Core Care 1-3,대전광역시,서구,만년동 294 제6층,042-489-2870,Primescan AC,6692672,113245,2023-06-09,100921,WEST
수치과의원_부산 사하구,DS Core Care 1-3,부산광역시,사하구,다대로 555 ,051-262-8221,Primescan AC,6692672,113685,2023-06-09,113270,EAST
서울리멤버치과의원,DS Core Care 1-3,서울특별시,관악구,남부순환로 1830,02-884-2080,Primescan AC,6692672,113684,2023-06-08,112969,WEST
김민정치과의원,DS Core Care 1-3,대구광역시,북구,칠성동2가  378-26번지 3층 301호,053-359-0009,Primescan AC,6692672,113683,2023-06-07,110100,EAST
화평치과의원,DS Core Care 1-3,서울특별시,강북구,미아동 87-54 2층,02-905-2828,Primescan AC,6692672,113682,2023-06-08,101522,EAST
미소탑치과의원,,서울특별시,강동구,천호대로 1078,02-471-7528,Primescan AC,6692672,113681,2023-06-08,113268,EAST
보스톤치과의원_경기 의정부,DS Core Care 1-3,경기도,의정부시,시민로 83,031-855-2875,Primescan AC,6692672,113680,2023-06-08,113269,EAST
미래-e치과의원_서울  영등포구,,서울특별시,영등포구,당산로 142-1 206클리닉 5층,02-2636-7528,Primescan AC,6692672,113679,2023-06-07,106478,WEST
28지킴이치과의원,DS Core Care 1-3,강원특별자치도,원주시,봉화로 16,033-747-2891,Primescan AC,6692672,113663,2023-06-07,113264,EAST
마인드원치과,DS Core Care 1-3,광주광역시,광산구,선운중앙로 65,062-716-8228,Primescan AC,6692672,113649,2023-06-07,113274,WEST
진주타임치과의원,,경상남도,진주시,진주대로 628,055-795-2875,Primescan AC,6692672,113662,2023-06-02,113260,EAST
서울저스트치과,,서울특별시,동대문구,망우로 46,,Primescan AC,6692672,113659,2023-06-02,113263,EAST
베스필치과의원,,서울특별시,송파구,송파동  19-6 우성빌딩 402,02 416 6222,Primescan AC,6692672,113658,2023-06-02,106955,EAST
서울S치과,DS Core Care 1-3,서울특별시,강서구,화곡로 347,02-2699-7522,Primescan AC,6692672,113657,2023-06-02,111809,WEST
모현새로이치과,DS Core Care 1-3,전북특별자치도,익산시,선화로 88,010-7250-4043,Primescan AC,6692672,113656,2023-06-02,113251,WEST
하양라온치과의원_경북 경산,DS Core Care 1-3,경상북도,경산시,하양읍 대경로 646,053-710-7070,Primescan AC,6692672,113655,2023-06-01,113579,EAST
바른마음치과의원,DS Core Care 1-3,경기도,광주시,순암로 491,031-766-2878,Primescan AC,6692672,113654,2023-05-31,113257,EAST
서울루다치과의원,Scanner Package 1-3,서울특별시,강서구,마곡중앙로 105-7,02-2663-2820,Primescan AC,6692672,113653,2023-05-31,113253,WEST
연세미소치과_전북 전주,Scanner Package 1-3,전북특별자치도,전주시,완산구 모악로 4649,063-236-5275,Primescan AC,6692672,113652,2023-05-31,113240,WEST
백치과의원_경기 오산,DS Core Care 1-3,경기도,오산시,성호대로 84,031-375-0122,Primescan AC,6692672,113651,2023-05-30,113261,WEST
연세스카이치과_강원 원주,DS Core Care 1-3,강원특별자치도,원주시,단구로 395 ,033-761-2875,Primescan AC,6692672,113650,2023-05-30,101445,EAST
나유치과의원,DS Core Care 1-3,대구광역시,수성구,달구벌대로 2598,,Primescan AC,6692672,113648,2023-05-30,113252,EAST
그랜드치과의원_전북 전주,DS Core Care 1-3,전북특별자치도,전주시,완산구 백제대로 239-1 ,063-901-7528,Primescan AC,6692672,113647,2023-05-30,112313,WEST
비우고채우는(비채)치과의원,Scanner Package 1-3,광주광역시,광산구,하남대로 269,062-710-0275,Primescan AC,6692672,113646,2023-05-30,113243,WEST
윤치과_부산 사하구,DS Core Care 1-3,부산광역시,사하구,신산로 197,051-206-4005,Primescan AC,6692672,113645,2023-05-30,111062,EAST
온빛치과의원,DS Core Care 1-3,서울특별시,강동구,아리수로93나길 80,02-428-2879,Primescan AC,6692672,113644,2023-05-26,113248,EAST
편안한치과의원,Scanner Package 1-3,경상북도,칠곡군,북삼읍 금오대로 260,054-716-0028,Primescan AC,6692672,113378,2023-05-25,113245,EAST
명성치과의원_부산 금정,DS Core Care 1-3,부산광역시,금정구,부곡동 295-6 5층,051-514-3388,Primescan AC,6692672,113377,2023-05-25,103930,EAST
란치과의원,DS Core Care 1-3,부산광역시,수영구,광안동 566-4,051-646-3436,Primescan AC,6692672,113376,2023-05-24,101395,EAST
플러스덴치과의원,DS Core Care 1-3,서울특별시,동대문구,사가정로 122,02-2215-2275,Primescan AC,6692672,113375,2023-05-23,114497,EAST
유디치과의원_충북 충주,DS Core Care 1-3,충청북도,충주시,봉계1길 50,043-857-5577,Primescan AC,6692672,113374,2023-05-23,112831,WEST
웰치과의원_서울  서초구,DS Core Care 1-3,서울특별시,서초구,방배동 3001-1 디오슈페리움 2 403,02-535-4573,Primescan AC,6692672,113373,2023-05-22,113246,EAST
탑플란트치과의원_전북 군산,,전북특별자치도,군산시,수송동 810-3,063-471-7928,Primescan AC,6692672,113372,2023-05-19,105832,WEST
대우치과의원_경남 거제시,DS Core Care 1-3,경상남도,거제시,거제대로 3447-1,055-681-6978,Primescan AC,6692672,113370,2023-05-17,106780,EAST
바른이턱치과(동탄점),DS Core Care 1-3,경기도,화성시,동탄지성로 17,031-613-2872,Primescan AC,6692672,113369,2023-05-15,113237,WEST
보가치과의원,,전북특별자치도,전주시,완산구 온고을로 28,063-255-7528,Primescan AC,6692672,113368,2023-05-12,107218,WEST
그랜드치과병원,DS Core Care 1-3,강원특별자치도,원주시,서원대로 188,033-732-6000,Primescan AC,6692672,113367,2023-05-11,113650,EAST
화이트이(e)치과의원_부산 해운대,Scanner Package 1-3,부산광역시,해운대구,좌동로 93,1544-2944,Primescan AC,6692672,113366,2023-05-08,114388,EAST
바른약속치과,DS Core Care 1-3,서울특별시,동대문구,답십리로 300,,Primescan AC,6692672,113365,2023-05-03,113224,EAST
e-편한치과의원,,서울특별시,송파구,문정동  150-2번지 엘지문정프라자3층,02-448-8804,Primescan AC,6692672,113350,2023-05-04,101389,EAST
보스톤서울치과,DS Core Care 1-3,경기도,용인시,수지구 성복2로 108-2,031-266-2985,Primescan AC,6692672,113364,2023-05-04,111690,EAST
하루플란트 치과의원,Scanner Package 1-3,서울특별시,서초구,강남대로 411,02-534-2875,Primescan AC,6692672,113363,2023-05-04,113210,EAST
하루플란트 치과의원,Scanner Package 1-3,서울특별시,서초구,강남대로 411,02-534-2875,Primescan AC,6692672,113362,2023-05-04,113210,EAST
하루플란트 치과의원,Scanner Package 1-3,서울특별시,서초구,강남대로 411,02-534-2875,Primescan AC,6692672,113361,2023-05-04,113210,EAST
하루플란트 치과의원,Scanner Package 1-3,서울특별시,서초구,강남대로 411,02-534-2875,Primescan AC,6692672,113360,2023-05-04,113210,EAST
서울웰치과의원_경기 남양주시,DS Core Care 1-3,경기도,남양주시,경춘로 368 ,031-569-7528,Primescan AC,6692672,112484,2023-05-03,113217,EAST
더스퀘어치과의원,DS Core Care 1-3,서울특별시,종로구,종로3길 17,02-723-6000,Primescan AC,6692672,113358,2023-05-03,113225,WEST
더(The)다나을치과의원,DS Core Care 1-3,경기도,평택시,고덕중앙2로 39,031-994-2802,Primescan AC,6692672,113282,2023-05-02,113219,WEST
소솜치과의원,DS Core Care 1-3,경기도,용인시,수지구 광교중앙로 297,031-211-3010,Primescan AC,6692672,113357,2023-05-02,113218,EAST
화이트이(e)치과의원_경남 김해,Scanner Package 1-3,경상남도,김해시,내외중앙로 47,1544-2944,Primescan AC,6692672,113356,2023-05-02,113221,EAST
서울심미치과,DS Core Care 1-3,서울특별시,서초구,강남대로 465 ,02-535-7528,Primescan AC,6692672,112396,2023-04-28,113220,EAST
기분좋은치과의원,DS Core Care 1-3,서울특별시,종로구,대학로 19,02-744-3050,Primescan AC,6692672,113355,2023-04-28,112238,WEST
김해안아픈숙면치과,,경상남도,김해시,내외중앙로 81,055-311-2842,Primescan AC,6692672,113354,2023-04-28,112952,EAST
오아시스치과의원,DS Core Care 1-3,경기도,화성시,병점2로 44,031-546-2875,Primescan AC,6692672,113353,2023-04-28,113215,WEST
서울튼튼이치과의원,DS Core Care 1-3,서울특별시,강남구,선릉로 602,02-543-0004,Primescan AC,6692672,112717,2023-04-27,114597,EAST
과천중앙치과의원,DS Core Care 1-3,경기도,과천시,관문로 92,,Primescan AC,6692672,113352,2023-04-26,113213,WEST
우리치과의원,DS Core Care 1-3,강원특별자치도,홍천군,홍천로 356,033-434-2879,Primescan AC,6692672,113152,2023-04-26,110431,EAST
구미미르치과병원,DS Core Care 1-3,경상북도,구미시,신시로 69,054-451-2000,Primescan AC,6692672,113351,2023-04-26,110224,EAST
열린치과의원,DS Core Care 1-3,경기도,평택시,포승읍 여술로 20,031-683-5522,Primescan AC,6692672,113298,2023-04-26,113196,WEST
제일플란트치과의원,Scanner Package 1-3,제주특별자치도,제주시,중앙로 302,064-755-2828,Primescan AC,6692672,113349,2023-04-26,113212,WEST
리셋치과의원,DS Core Care 1-3,부산광역시,부산진구,가야대로 753,051-715-8882,Primescan AC,6692672,113347,2023-04-24,112809,EAST
예미담치과의원,DS Core Care 1-3,충청북도,청주시,대농로 45,043-286-2879,Primescan AC,6692672,113280,2023-04-21,102239,WEST
이치과의원_경기 동두천시,,경기도,동두천시,중앙로 236 ,031-863-2828,Primescan AC,6692672,113346,2023-04-20,113203,EAST
바로봄치과의원,DS Core Care 1-3,경기도,용인시,수지구 현암로 154,031-264-2879,Primescan AC,6692672,113345,2023-04-19,113198,EAST
바른마음 치과의원,,대전광역시,대덕구,계족로 629,042-721-7528,Primescan AC,6692672,113344,2023-04-19,113199,WEST
우가주치과병원,DS Core Care 1-3,경상남도,김해시,전하로 287,055-337-2275,Primescan AC,6692672,113343,2023-04-17,114667,EAST
센트럴치과의원_부산 수영구,DS Core Care 1-3,부산광역시,수영구,과정로 54,051-977-2000,Primescan AC,6692672,112374,2023-04-14,113193,EAST
구미숙면치과의원,DS Core Care 1-3,경상북도,구미시,산호대로 191-4,054-463-4107,Primescan AC,6692672,113342,2023-04-13,107030,EAST
닥터뉴욕치과의원,,서울특별시,서초구,강남대로 613,02-542-7700,Primescan AC,6692672,113341,2023-04-13,101189,EAST
덴큐치과의원_부산 연제구,DS Core Care 1-3,부산광역시,연제구,반송로 12,051-867-2675,Primescan AC,6692672,113340,2023-04-13,112803,EAST
서울남치과,,서울특별시,동대문구,장한로25길 2,02-3394-8156,Primescan AC,6692672,113858,2023-10-17,113506,EAST
바로드림치과의원_경기 시흥,DS Core Care 1-3,경기도,시흥시,정왕대로 210,031-498-2282,Primescan AC,6692672,113857,2023-10-17,114015,WEST
젊어지는치과의원,DS Core Care 1-3,서울특별시,서초구,강남대로 405,02-3482-2828,Primescan AC,6692672,113856,2023-10-17,112594,EAST
리더스탑치과의원,DS Core Care 1-3,서울특별시,금천구,시흥대로 224,02-802-2828,Primescan AC,6692672,113816,2023-10-17,113517,WEST
바른선택치과의원,DS Core Care 1-3,서울특별시,중랑구,면목로 330-1,02-6212-2879,Primescan AC,6692672,113855,2023-10-16,113518,EAST
인플란트치과의원_경기 용인시,Scanner Package 1-3,경기도,용인시,처인구 금령로 60,031-322-2275,Primescan AC,6692672,112117,2022-05-16,113525,EAST
스마일플란트치과의원,DS Core Care 1-3,서울특별시,마포구,서강로 105 5층 501호,02-364-0075,Primescan AC,6692672,113804,2023-10-27,113484,WEST
오페라치과의원,DS Core Care 1-3,경기도,광주시,광주역6로 9,031-765-7528,Primescan AC,6692672,113806,2023-10-26,114493,EAST
이좋은치과_충남 천안시,DS Core Care 1-3,충청남도,천안시,서북구 성거읍 성거길 100,041-558-2804,Primescan AC,6692672,113848,2023-10-26,103507,WEST
(학)단국대학교_천안캠퍼스,DS Core Care 1-3,충청남도,천안시,천안시 동남구 단대로 119,,Primescan AC,6692672,113861,2023-10-24,8100459025,WEST
부산샬롬치과의원,DS Core Care 1-3,부산광역시,남구,수영로 27 ,051-637-7528,Primescan AC,6692672,113812,2023-10-24,106928,EAST
목동중앙치과병원,,서울특별시,양천구,목동서로 285,1544-2875,Primescan AC,6692672,113860,2023-10-23,113541,WEST
퍼펙트치과의원,DS Core Care 1-3,서울특별시,강남구,테헤란로 4길 5,02-544-7728,Primescan AC,6692672,113813,2023-10-12,113920,EAST
(의) 대진의료재단분당제생병원,DS Core Care 1-3,경기도,성남시,분당구 서현로 180번길 20,031-779-0000,Primescan AC,6692672,113853,2023-10-12,105045,EAST
메가탑치과,Scanner Package 1-3,경기도,안양시,만안구 태평로52번길 37,031-465-2828,Primescan AC,6692672,113854,2023-10-12,110807,WEST
사과나무치과의원,DS Core Care 1-3,서울특별시,은평구,진관2로 19,02-383-0333,Primescan AC,6692672,113849,2023-10-10,111571,WEST
온아치과의원_서울 도봉구,DS Core Care 1-3,서울특별시,도봉구,마들로13길 61,02-6431-2875,Primescan AC,6692672,113803,2023-10-11,113504,EAST
서울감동치과의원_경기 화성,DS Core Care 1-3,경기도,화성시,송산면 사강로 161,031-486-2828,Primescan AC,6692672,113850,2023-10-10,113502,WEST
세브란스치과의원_경기 안산,DS Core Care 1-3,경기도,안산시,단원구 선부광장1로 66,031-487-7755,Primescan AC,6692672,113815,2023-10-10,103542,WEST
바른약속치과의원,DS Core Care 1-3,경기도,부천시,경인로 189,032-666-2879,Primescan AC,6692672,113846,2023-10-05,112121,WEST
바른약속치과의원,DS Core Care 1-3,경기도,부천시,경인로 189,032-666-2879,Primescan AC,6692672,113847,2023-10-05,112121,WEST
서울0.1치과,DS Core Care 1-3,서울특별시,송파구,백제고분로 488,02-417-0101,Primescan AC,6692672,113852,2023-09-27,113520,EAST
서울0.1치과,DS Core Care 1-3,서울특별시,송파구,백제고분로 488,02-417-0101,Primescan AC,6692672,113851,2023-09-27,113520,EAST
다른치과 (DARN Dental Clinic),DS Core Care 1-3,서울특별시,강남구,강남대로 652,02-3446-2080,Primescan AC,6692672,113805,2023-09-27,113349,EAST
서울우리아이치과의원_광주 광산구,DS Core Care 1-3,광주광역시,광산구,임방울대로 321,062-710-2870,Primescan AC,6692672,113811,2023-09-27,114469,WEST
류치과의원,DS Core Care 1-3,울산광역시,남구,번영로 115,052-707-2828,Primescan AC,6692672,113802,2023-09-25,113470,EAST
치과명작 치과의원,DS Core Care 1-3,강원특별자치도,원주시,서원대로 396,033-763-2879,Primescan AC,6692672,113801,2023-09-21,113431,EAST
원주유디치과,DS Core Care 1-3,강원특별자치도,원주시,서원대로 162,033-743-2838,Primescan AC,6692672,113800,2023-09-20,113474,EAST
원주유디치과,DS Core Care 1-3,강원특별자치도,원주시,서원대로 162,033-743-2838,Primescan AC,6692672,113814,2023-09-20,113474,EAST
효치과의원_광주  서구,,광주광역시,서구,죽봉대로78번길 19,062-369-2875,Primescan AC,6692672,113798,2023-09-15,113448,WEST
(의)삼성의료재단,Scanner Package 1-3,서울특별시,종로구,새문안로 29,02-2001-2288,Primescan AC,6692672,113792,2023-09-13,104278,WEST
바른이턱치과,DS Core Care 1-3,경기도,평택시,비전2로 212,031-655-2355,Primescan AC,6692672,113797,2023-09-12,113442,WEST
홍제탑치과의원,DS Core Care 1-3,서울특별시,서대문구,통일로 448,02-379-3797,Primescan AC,6692672,113795,2023-09-07,113325,WEST
그랜드치과의원_전북 남원,DS Core Care 1-3,전북특별자치도,남원시,의총로 96,063-722-4000,Primescan AC,6692672,113794,2023-09-04,114325,WEST
연세안심치과의원_경기 수원,DS Core Care 1-3,경기도,수원시,팔달구 중부대로42번길 9,031-226-2882,Primescan AC,6692672,113793,2023-08-31,113423,WEST
김귀희치과의원,DS Core Care 1-3,전북특별자치도,남원시,하정동 65-2,063-625-8875,Primescan AC,6692672,113787,2023-08-31,113421,WEST
시스템치과의원,,서울특별시,중구,명동7길 21,02-771-2875,Primescan AC,6692672,113283,2023-03-02,114135,WEST
고호치과,DS Core Care 1-3,경기도,용인시,수지구 만현로 82-4,,Primescan AC,6692672,113786,2023-08-28,113401,EAST
강북다인치과_서울  도봉구,DS Core Care 1-3,서울특별시,도봉구,창1동  659-3번지 대명빌딩 2층,02-903-3444,Primescan AC,6692672,113785,2023-08-22,108618,EAST
오희영치과,DS Core Care 1-3,경상북도,포항시,남구 중흥로 96,054-726-0002,Primescan AC,6692672,113783,2023-08-18,110873,EAST
서울바른치과의원_충북 괴산,Scanner Package 1-3,충청북도,괴산군,괴산읍 괴강로 23,043-833-2881,Primescan AC,6692672,113781,2023-08-17,113403,WEST
이정호치과,DS Core Care 1-3,경상남도,창원시,합성1동  100-3번지,055-298-2587,Primescan AC,6692672,113782,2023-08-16,104527,EAST
박성철 그리고 치과,DS Core Care 1-3,인천광역시,연수구,신송로 153,032-834-2275,Primescan AC,6692672,113778,2023-12-22,110420,WEST
국군대전병원,DS Core Care 1-3 Prepay,대전광역시,유성구,자운동 100-1 사서함78-504호,,Primescan AC,6692672,M6656230S114007,2023-12-21,104633,WEST
이고은치과_대전  동구,DS Core Care 1-3,대전광역시,동구,용운동  451-15,042-282-2879,Primescan AC,6692672,113755,2023-12-21,113678,WEST
연세더베스트치과의원,DS Core Care 1-3,서울특별시,중랑구,동일로 942,02-6925-2075,Primescan AC,6692672,114155,2023-12-22,113688,EAST
목포명인치과,DS Core Care 1-3,전라남도,목포시,영산로 138,061-244-2275,Primescan AC,6692672,113939,2023-12-21,113676,WEST
이-믿음치과의원,DS Core Care 1-3,경기도,안산시,상록구 샘골로 152,031-439-2877,Primescan AC,6692672,113747,2023-12-20,112480,WEST
서울서이치과의원,DS Core Care 1-3,서울특별시,서초구,사임당로 158,02-6324-2875,Primescan AC,6692672,113693,2023-12-20,113668,EAST
갤러리아치과의원_서울 송파,DS Core Care 1-3,서울특별시,송파구,올림픽로 212,02-2145-4501,Primescan AC,6692672,113660,2023-12-20,113669,EAST
구미미르치과병원,DS Core Care 1-3,경상북도,구미시,신시로 69,054-451-2000,Primescan AC,6692672,113371,2023-12-19,110224,EAST
우리부부치과_강원 춘천,DS Core Care 1-3,강원특별자치도,춘천시,효자동 654-9  메가시티 4층,033-241-2900,Primescan AC,6692672,114151,2023-12-19,103016,EAST
위드미치과_부산 수영구,DS Core Care 1-3,부산광역시,수영구,수영로 586,051-757-2873,Primescan AC,6692672,113359,2023-12-19,113659,EAST
리더스치과의원,DS Core Care 1-3,부산광역시,북구,만덕대로 20 ,051-337-2975,Primescan AC,6692672,113348,2023-12-26,106422,EAST
더봄치과의원_충북 청주,DS Core Care 1-3,충청북도,청주시,서원구 모충로 1,043-265-2828,Primescan AC,6692672,112792,2023-12-15,113658,WEST
온가주 치과의원,DS Core Care 1-3,경상남도,창원시,성산구 상남로 88,055-275-2275,Primescan AC,6692672,112784,2023-12-14,114751,EAST
유플러스치과의원_부산 사상구,,부산광역시,사상구,가야대로 256,051-208-7928,Primescan AC,6692672,M6656230S114006,2023-12-13,113654,EAST
우가주치과병원,DS Core Care 1-3,경상남도,김해시,전하로 287,055-337-2275,Primescan AC,6692672,112752,2023-12-13,114667,EAST
우가주치과병원,DS Core Care 1-3,경상남도,김해시,전하로 287,055-337-2275,Primescan AC,6692672,112748,2023-12-13,114667,EAST
우가주치과의원_울산 남구,DS Core Care 1-3,울산광역시,남구,삼산로 175,052-265-7548,Primescan AC,6692672,112573,2023-12-12,113655,EAST
미소앤치과의원,DS Core Care 1-3,충청남도,천안시,동남구 신부동 363-1,041-555-2275,Primescan AC,6692672,111592,2023-12-12,113661,WEST
김창우치과의원,DS Core Care 1-3,대구광역시,수성구,용학로234,053-783-2828,Primescan AC,6692672,M6656230S114005,2023-12-08,113643,EAST
김정학치과,,제주특별자치도,제주시,이도이동 1060-14,064-753-2870,Primescan AC,6692672,111593,2023-12-11,109360,WEST
아이브 치과의원,DS Core Care 1-3,전북특별자치도,전주시,덕진구 세병로 21,063-717-2882,Primescan AC,6692672,114070,2023-12-06,113638,WEST
필치과_서울  노원,DS Core Care 1-3,서울특별시,노원구,하계동 354 학여울청구 A상가,02-971-2875,Primescan AC,6692672,114067,2023-12-05,101704,EAST
조병옥치과의원,DS Core Care 1-3,대전광역시,중구,계백로 1711,042-526-0737,Primescan AC,6692672,114057,2023-12-04,113639,WEST
강산치과의원_부산 북구,DS Core Care 1-3,부산광역시,북구,금곡대로 287 ,051-361-7528,Primescan AC,6692672,113942,2023-11-29,113443,EAST
고광희치과의원,DS Core Care 1-3,서울특별시,양천구,신정7동  201-1,02-2653-6090,Primescan AC,6692672,112516,2023-11-30,102119,WEST
삼아이치과의원,DS Core Care 1-3,충청남도,천안시,서북구 성성8로 14-4,041-567-2875,Primescan AC,6692672,113941,2023-11-30,113622,WEST
조선대학교치과병원,,광주광역시,동구,필문대로 303,062-220-3800,Primescan AC,6692672,113940,2023-11-29,100646,WEST
서울치과병원_대전 동구,DS Core Care 1-3,대전광역시,동구,동서대로 1641,042-622-2275,Primescan AC,6692672,113938,2023-11-28,112828,WEST
2디자인치과의원,DS Core Care 1-3,충청북도,청주시,흥덕구 대농로 39 ,043-904-2080,Primescan AC,6692672,113937,2023-11-28,112371,WEST
서울웅천치과,DS Core Care 1-3,전라남도,여수시,웅천로 108,061-810-3031,Primescan AC,6692672,113936,2023-11-27,107512,WEST
혁신웰치과의원,DS Core Care 1-3,경상북도,김천시,혁신4로 3,054-431-2875,Primescan AC,6692672,113935,2023-11-27,113606,EAST
서울미소플란트치과의원_충북 제천,DS Core Care 1-3,충청북도,제천시,용두천로 86,043-651-2275,Primescan AC,6692672,113934,2023-11-27,113614,WEST
의료법인 이손의료재단,DS Core Care 1-3,충청남도,당진시,당진중앙2로 103-8,041-357-2875,Primescan AC,6692672,113933,2023-11-23,110299,WEST
더이로운 치과병원,DS Core Care 1-3,경상남도,양산시,양산대로 886,055-785-1575,Primescan AC,6692672,113932,2023-11-23,114463,EAST
그린플란트치과의원_울산 북구,DS Core Care 1-3,울산광역시,북구,호계로 345,052-286-0757,Primescan AC,6692672,113931,2023-11-23,113582,EAST
그랜드치과병원,DS Core Care 1-3,강원특별자치도,원주시,서원대로 188,033-732-6000,Primescan AC,6692672,113930,2023-11-23,113650,EAST
타임치과의원_울산  남구,DS Core Care 1-3,울산광역시,남구,돋질로302번길 27,052-266-4675,Primescan AC,6692672,113929,2023-11-22,113612,EAST
형치과의원_전북 전주,DS Core Care 1-3,전북특별자치도,전주시,완산구 효자동1가 662-6,063-221-7528,Primescan AC,6692672,M6656230S113928,2023-11-21,105583,WEST
성모치과의원_전남 순천,DS Core Care 1-3,전라남도,순천시,고지1길4,061-753-2875,Primescan AC,6692672,M6656230S113927,2023-11-21,113609,WEST
즐거운치과_대전  서구,DS Core Care 1-3,대전광역시,서구,갈마로 245,042-531-2879,Primescan AC,6692672,113926,2023-11-21,109180,WEST
한빛치과병원_울산 남구,DS Core Care 1-3,울산광역시,남구,문수로 368,052-707-2875,Primescan AC,6692672,113925,2023-11-20,113601,EAST
플란치과병원_부산 부산진구,Scanner Package 1-3,부산광역시,부산진구,범일로 177,,Primescan AC,6692672,113924,2023-11-20,113600,EAST
스마일독일치과의원,DS Core Care 1-3,서울특별시,송파구,송파대로 437,02-3432-2882,Primescan AC,6692672,113923,2023-11-19,113500,EAST
메이저치과의원,DS Core Care 1-3,대구광역시,동구,동호동 366-4 602호,,Primescan AC,6692672,113809,2023-11-20,113602,EAST
서울삼성치과_경기 안양시,DS Core Care 1-3,경기도,안양시,동안구 경수대로570번길 10,031-477-9766,Primescan AC,6692672,113810,2023-11-14,113573,WEST
병천치과의원,,충청남도,천안시,동남구 병천면 아우내순대길 54,041-522-2804,Primescan AC,6692672,112563,2022-08-25,113595,WEST
오른치과의원,DS Core Care 1-3,서울특별시,노원구,동일로 1405,02-2038-2835,Primescan AC,6692672,113864,2023-10-30,113551,EAST
미소원치과의원,DS Core Care 1-3,울산광역시,남구,화합로 150,1899-7518,Primescan AC,6692672,113863,2023-10-30,111559,EAST
화이트치과의원_경기 수원,DS Core Care 1-3,경기도,수원시,권선구 권선동 1240,031-223-2875,Primescan AC,6692672,113862,2023-10-27,113557,WEST
세시간치과의원,DS Core Care 1-3,서울특별시,강남구,학동로 215,02-508-0333,Primescan AC,6692672,114642,2024-04-03,108453,EAST
조훈치과의원,DS Core Care 1-3,서울특별시,강남구,압구정로34길 11 501,02-547-5075,Primescan AC,6692672,114639,2024-03-29,109115,EAST
베일러연합치과,DS Core Care 1-3,경기도,용인시,기흥구 탑실로 36,031-283-0316,Primescan AC,6692672,114638,2024-03-28,108061,EAST
용인치과의원,DS Core Care 1-3,경기도,용인시,처인구 금령로 86,031-321-2875,Primescan AC,6692672,114637,2024-03-26,112047,EAST
서울스마트치과의원_인천 연수구,DS Core Care 1-3,인천광역시,연수구,첨단대로 40,032-258-2828,Primescan AC,6692672,114635,2024-03-26,107822,WEST
감성플란트치과의원_광주 북구,DS Core Care 1-3,광주광역시,북구,임동로 6,,Primescan AC,6692672,114634,2024-03-26,113855,WEST
국군수도병원,DS Core Care 1-3 Prepay,경기도,성남시,분당구 새마을로177번길 81,031-725-5114,Primescan AC,6692672,M6656230S114063,2024-03-22,106155,EAST
신세계치과_경북 포항시,DS Core Care 1-3,경상북도,포항시,북구 두호로 24 ,054-253-2204,Primescan AC,6692672,114633,2024-03-25,112582,EAST
서울하이안치과(방배),DS Core Care 1-3,서울특별시,서초구,효령로 120,02-522-2288,Primescan AC,6692672,114632,2024-03-25,106559,EAST
구미숙면치과의원,DS Core Care 1-3,경상북도,구미시,산호대로 191-4,054-463-4107,Primescan AC,6692672,114631,2024-03-25,107030,EAST
이튼튼치과의원_경기 시흥,DS Core Care 1-3,경기도,시흥시,중심상가4길 18,031-498-0026,Primescan AC,6692672,114674,2024-03-22,113830,WEST
죽전스카이치과,DS Core Care 1-3,대구광역시,달서구,달서구 달구벌대로 1545,053-716-2875,Primescan AC,6692672,114672,2024-03-22,113852,EAST
치과명작 치과의원,DS Core Care 1-3,강원특별자치도,원주시,서원대로 396,033-763-2879,Primescan AC,6692672,114671,2024-03-21,113431,EAST
제로치과병원,DS Core Care 1-3,대구광역시,달서구,조암로 5,,Primescan AC,6692672,114680,2024-03-19,113831,EAST
